,date,sitio,precipitacion,tempmax,tempmin,temp_air_celcius
3336,17/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3337,18/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),13.1,NA,NA,NA
3338,19/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.9,NA,NA,NA
3339,20/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),6.8,NA,NA,NA
3340,21/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),4.7,NA,NA,NA
3341,22/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.5,NA,NA,NA
3342,23/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),20.3,NA,NA,NA
3343,24/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3344,25/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.7,NA,NA,NA
3345,26/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),3.2,NA,NA,NA
3346,27/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3347,28/02/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3348,01/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3349,02/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3350,03/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3351,04/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3352,05/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3353,06/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3354,07/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3355,08/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3356,09/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
3357,10/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.4,NA,NA,NA
3358,11/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.5,NA,NA,NA
3359,12/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
3360,13/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.2,NA,NA,NA
3361,14/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3362,15/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3363,16/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3364,17/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3365,18/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3366,19/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),7.7,NA,NA,NA
3367,20/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.7,NA,NA,NA
3368,21/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3369,22/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3370,23/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.8,NA,NA,NA
3371,24/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3372,25/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3373,26/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3374,27/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3375,28/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),4,NA,NA,NA
3376,29/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.7,NA,NA,NA
3377,30/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3378,31/03/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3379,01/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3380,02/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.9,NA,NA,NA
3381,03/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),9.3,NA,NA,NA
3382,04/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3383,05/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3384,06/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3385,07/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.7,NA,NA,NA
3386,08/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
3387,09/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.1,NA,NA,NA
3388,10/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.7,NA,NA,NA
3389,11/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3390,12/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3391,13/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3392,14/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3393,15/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3394,16/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.2,NA,NA,NA
3395,17/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.2,NA,NA,NA
3396,18/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.1,NA,NA,NA
3397,19/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3398,20/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3399,21/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3400,22/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3401,23/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3402,24/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3403,25/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3404,26/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3405,27/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3406,28/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),10.3,NA,NA,NA
3407,29/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3408,30/04/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
3409,01/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),4.2,NA,NA,NA
3410,02/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.9,NA,NA,NA
3411,03/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.4,NA,NA,NA
3412,04/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.3,NA,NA,NA
3413,05/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3414,06/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3415,07/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3416,08/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3417,09/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3418,10/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3419,11/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3420,12/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.6,NA,NA,NA
3421,13/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3422,14/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.8,NA,NA,NA
3423,15/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),3.8,NA,NA,NA
3424,16/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.5,NA,NA,NA
3425,17/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3426,18/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),22.6,NA,NA,NA
3427,19/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),18.2,NA,NA,NA
3428,20/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
3429,21/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3430,22/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),11.3,NA,NA,NA
3431,23/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3432,24/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3433,25/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.9,NA,NA,NA
3434,26/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),5,NA,NA,NA
3435,27/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3436,28/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3437,29/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),12.2,NA,NA,NA
3438,30/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),8.8,NA,NA,NA
3439,31/05/1977,BARRIOMARTIN (MOLINO PIQUERAS),15.4,NA,NA,NA
3440,01/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),5,NA,NA,NA
3441,02/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),7.5,NA,NA,NA
3442,03/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3443,04/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3444,05/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3445,06/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3446,07/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3447,08/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3448,09/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),6.2,NA,NA,NA
3449,10/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3450,11/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),16.9,NA,NA,NA
3451,12/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),50.5,NA,NA,NA
3452,13/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),6.1,NA,NA,NA
3453,14/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3454,15/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3455,16/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3456,17/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),8.2,NA,NA,NA
3457,18/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.7,NA,NA,NA
3458,19/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.2,NA,NA,NA
3459,20/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3460,21/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.7,NA,NA,NA
3461,22/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3462,23/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3463,24/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3464,25/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3465,26/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3466,27/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3467,28/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),46.5,NA,NA,NA
3468,29/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3469,30/06/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3470,01/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),6.2,NA,NA,NA
3471,02/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
3472,03/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
3473,04/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.5,NA,NA,NA
3474,05/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3475,06/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3476,07/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3477,08/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.8,NA,NA,NA
3478,09/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.5,NA,NA,NA
3479,10/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3480,11/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3481,12/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3482,13/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.6,NA,NA,NA
3483,14/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),3.4,NA,NA,NA
3484,15/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),12.9,NA,NA,NA
3485,16/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3486,17/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3487,18/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3488,19/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3489,20/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3490,21/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3491,22/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3492,23/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3493,24/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.2,NA,NA,NA
3494,25/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3495,26/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3496,27/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3497,28/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),28.5,NA,NA,NA
3498,29/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.7,NA,NA,NA
3499,30/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3500,31/07/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3501,01/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3502,02/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3503,03/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3504,04/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3505,05/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3506,06/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3507,07/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3508,08/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3509,09/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3510,10/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3511,11/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),22.5,NA,NA,NA
3512,12/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3513,13/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3514,14/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3515,15/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3516,16/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3517,17/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3518,18/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3519,19/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.7,NA,NA,NA
3520,20/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3521,21/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3522,22/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),2.4,NA,NA,NA
3523,23/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3524,24/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3525,25/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),25.5,NA,NA,NA
3526,26/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3527,27/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.2,NA,NA,NA
3528,28/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),4.1,NA,NA,NA
3529,29/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3530,30/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3531,31/08/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3532,01/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3533,02/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3534,03/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3535,04/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3536,05/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3537,06/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3538,07/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3539,08/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3540,09/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3541,10/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3542,11/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3543,12/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3544,13/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3545,14/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3546,15/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3547,16/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3548,17/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3549,18/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3550,19/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3551,20/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),3,NA,NA,NA
3552,21/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.3,NA,NA,NA
3553,22/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3554,23/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3555,24/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3556,25/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3557,26/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3558,27/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3559,28/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3560,29/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3561,30/09/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3562,01/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3563,02/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3564,03/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3565,04/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3566,05/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),7,NA,NA,NA
3567,06/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),16.5,NA,NA,NA
3568,07/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),12.5,NA,NA,NA
3569,08/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),9.8,NA,NA,NA
3570,09/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.7,NA,NA,NA
3571,10/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3572,11/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3573,12/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3574,13/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3575,14/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3576,15/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3577,16/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.4,NA,NA,NA
3578,17/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.8,NA,NA,NA
3579,18/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),7.3,NA,NA,NA
3580,19/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3581,20/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.2,NA,NA,NA
3582,21/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3583,22/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),11.2,NA,NA,NA
3584,23/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3585,24/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3586,25/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3587,26/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3588,27/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3589,28/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3590,29/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3591,30/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3592,31/10/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3593,01/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3594,02/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3595,03/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3596,04/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3597,05/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3598,06/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3599,07/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3600,08/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3601,09/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3602,10/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3603,11/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3604,12/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3605,13/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3606,14/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3607,15/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3608,16/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3609,17/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3610,18/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.3,NA,NA,NA
3611,19/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3612,20/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),13.4,NA,NA,NA
3613,21/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3614,22/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.5,NA,NA,NA
3615,23/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3616,24/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
3617,25/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.4,NA,NA,NA
3618,26/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3619,27/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
3620,28/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.9,NA,NA,NA
3621,29/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.1,NA,NA,NA
3622,30/11/1977,BARRIOMARTIN (MOLINO PIQUERAS),12.1,NA,NA,NA
3623,01/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3624,02/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3625,03/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3626,04/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),28.5,NA,NA,NA
3627,05/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),21.1,NA,NA,NA
3628,06/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),18.2,NA,NA,NA
3629,07/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),35.3,NA,NA,NA
3630,08/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.4,NA,NA,NA
3631,09/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.2,NA,NA,NA
3632,10/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0.1,NA,NA,NA
3633,11/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
3634,12/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3635,13/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3636,14/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3637,15/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3638,16/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),5.5,NA,NA,NA
3639,17/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
3640,18/12/1977,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
