,date,sitio,precipitacion,tempmax,tempmin,temp_air_celcius
1,01/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.3,NA,NA,NA
2,02/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.7,NA,NA,NA
3,03/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.1,NA,NA,NA
4,04/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.1,NA,NA,NA
5,05/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
6,06/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
7,07/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.7,NA,NA,NA
8,08/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
9,09/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),9.6,NA,NA,NA
10,10/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
11,11/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
12,12/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
13,13/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
14,14/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
15,15/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
16,16/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
17,17/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
18,18/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
19,19/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
20,20/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
21,21/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
22,22/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
23,23/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
24,24/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
25,25/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
26,26/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
27,27/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
28,28/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.2,NA,NA,NA
29,29/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
30,30/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
31,31/01/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
32,01/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
33,02/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
34,03/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),6.8,NA,NA,NA
35,04/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
36,05/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),6,NA,NA,NA
37,06/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
38,07/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),13.1,NA,NA,NA
39,08/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),27.8,NA,NA,NA
40,09/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),7.7,NA,NA,NA
41,10/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
42,11/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.7,NA,NA,NA
43,12/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.1,NA,NA,NA
44,13/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.1,NA,NA,NA
45,14/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
46,15/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
47,16/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
48,17/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
49,18/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.2,NA,NA,NA
50,19/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.5,NA,NA,NA
51,20/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
52,21/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.8,NA,NA,NA
53,22/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
54,23/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.4,NA,NA,NA
55,24/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),7.9,NA,NA,NA
56,25/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),5.1,NA,NA,NA
57,26/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),1,NA,NA,NA
58,27/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
59,28/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
60,29/02/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
61,01/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.6,NA,NA,NA
62,02/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
63,03/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
64,04/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
65,05/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
66,06/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
67,07/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.5,NA,NA,NA
68,08/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),7.4,NA,NA,NA
69,09/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
70,10/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
71,11/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.9,NA,NA,NA
72,12/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
73,13/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
74,14/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
75,15/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),6.4,NA,NA,NA
76,16/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.4,NA,NA,NA
77,17/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
78,18/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
79,19/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),12,NA,NA,NA
80,20/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.8,NA,NA,NA
81,21/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
82,22/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
83,23/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
84,24/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
85,25/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),20.4,NA,NA,NA
86,26/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
87,27/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
88,28/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
89,29/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),19.5,NA,NA,NA
90,30/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.8,NA,NA,NA
91,31/03/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
92,01/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
93,02/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
94,03/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.5,NA,NA,NA
95,04/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.1,NA,NA,NA
96,05/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.2,NA,NA,NA
97,06/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
98,07/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
99,08/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
100,09/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
101,10/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
102,11/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
103,12/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),5.4,NA,NA,NA
104,13/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),9.6,NA,NA,NA
105,14/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
106,15/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
107,16/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
108,17/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
109,18/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.2,NA,NA,NA
110,19/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
111,20/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
112,21/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),25.1,NA,NA,NA
113,22/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),19.7,NA,NA,NA
114,23/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
115,24/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
116,25/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
117,26/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.9,NA,NA,NA
118,27/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.8,NA,NA,NA
119,28/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.7,NA,NA,NA
120,29/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
121,30/04/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
122,01/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),13.3,NA,NA,NA
123,02/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
124,03/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
125,04/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.5,NA,NA,NA
126,05/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.8,NA,NA,NA
127,06/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.8,NA,NA,NA
128,07/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
129,08/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),10,NA,NA,NA
130,09/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
131,10/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
132,11/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.3,NA,NA,NA
133,12/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
134,13/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
135,14/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
136,15/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
137,16/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
138,17/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
139,18/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
140,19/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),5.9,NA,NA,NA
141,20/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.3,NA,NA,NA
142,21/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
143,22/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.7,NA,NA,NA
144,23/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.3,NA,NA,NA
145,24/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),8.1,NA,NA,NA
146,25/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
147,26/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.4,NA,NA,NA
148,27/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.5,NA,NA,NA
149,28/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
150,29/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
151,30/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
152,31/05/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
153,01/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
154,02/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.5,NA,NA,NA
155,03/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
156,04/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
157,05/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
158,06/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
159,07/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
160,08/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
161,09/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
162,10/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
163,11/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
164,12/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
165,13/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
166,14/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.1,NA,NA,NA
167,15/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
168,16/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.1,NA,NA,NA
169,17/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.5,NA,NA,NA
170,18/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
171,19/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
172,20/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
173,21/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
174,22/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
175,23/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,NA,NA,NA
176,24/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
177,25/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
178,26/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
179,27/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
180,28/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
181,29/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
182,30/06/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
183,01/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.2,NA,NA,NA
184,02/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
185,03/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
186,04/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
187,05/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
188,06/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
189,07/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
190,08/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.6,NA,NA,NA
191,09/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),5.1,NA,NA,NA
192,10/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),10.3,NA,NA,NA
193,11/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
194,12/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
195,13/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
196,14/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
197,15/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
198,16/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
199,17/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
200,18/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
201,19/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
202,20/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
203,21/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
204,22/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
205,23/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
206,24/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
207,25/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
208,26/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
209,27/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
210,28/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),28,NA,NA,NA
211,29/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
212,30/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
213,31/07/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,NA,NA,NA
214,01/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,28.5,12,20.25
215,02/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,11,15.5
216,03/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,25,8,16.5
217,04/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),6.2,30,9,19.5
218,05/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.6,29,11,20
219,06/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,9,16
220,07/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,26,9,17.5
221,08/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,19,6,12.5
222,09/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,22,8,15
223,10/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.7,26,7.5,16.75
224,11/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,21,9,15
225,12/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,27,8,17.5
226,13/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,28,13,20.5
227,14/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,26,13,19.5
228,15/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,31,8,19.5
229,16/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,10,20
230,17/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,34,15,24.5
231,18/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,29,10,19.5
232,19/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,33,9,21
233,20/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,33,13,23
234,21/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,33,12.5,22.75
235,22/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,36.5,13,24.75
236,23/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,31,14,22.5
237,24/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,17,23.5
238,25/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,13,21.5
239,26/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),4.5,28,11,19.5
240,27/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,25,10,17.5
241,28/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),4,25,10,17.5
242,29/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,18.5,10,14.25
243,30/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.6,20.5,6,13.25
244,31/08/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,5,12.5
245,01/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,4.5,13.75
246,02/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.5,21,10,15.5
247,03/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.5,21.5,10,15.75
248,04/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,4,13.5
249,05/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,27,5,16
250,06/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,29,9,19
251,07/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,31,10,20.5
252,08/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,31.5,10,20.75
253,09/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,32,10,21
254,10/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,12,21
255,11/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,21,8,14.5
256,12/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),3.5,24.5,7,15.75
257,13/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,24,11,17.5
258,14/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,10,15
259,15/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.7,12.5,6,9.25
260,16/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.8,14,3,8.5
261,17/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,15,2.5,8.75
262,18/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,19,1.5,10.25
263,19/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,21,5.5,13.25
264,20/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,21,12,16.5
265,21/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,22,12,17
266,22/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,21,15,18
267,23/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.9,25,15,20
268,24/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.4,23,13,18
269,25/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,28,9,18.5
270,26/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,9.5,19.75
271,27/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,28.5,9,18.75
272,28/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,15,6,10.5
273,29/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23.5,1,12.25
274,30/09/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,17,7,12
275,01/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,25,3,14
276,02/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30.5,8.5,19.5
277,03/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30.5,8,19.25
278,04/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30,10,20
279,05/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,30.5,10,20.25
280,06/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,28.5,9,18.75
281,07/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.2,27,11,19
282,08/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0.3,17,8,12.5
283,09/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,3,13
284,10/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,24,5,14.5
285,11/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,25.5,7,16.25
286,12/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,27,7,17
287,13/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,27.5,7,17.25
288,14/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,24,6,15
289,15/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20.5,9,14.75
290,16/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,7,13.5
291,17/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,22.5,2,12.25
292,18/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,22,4,13
293,19/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23.5,6,14.75
294,20/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,6,14.5
295,21/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,22,6,14
296,22/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,25,7,16
297,23/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.7,24,7,15.5
298,24/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),2.4,14,10,12
299,25/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,13,6.5,9.75
300,26/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,16,1,8.5
301,27/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,3,11.5
302,28/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,20,9,14.5
303,29/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,23,6,14.5
304,30/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,21.5,7,14.25
305,31/10/1968,BARRIOMARTIN (MOLINO PIQUERAS),6.8,15,8,11.5
306,01/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),7,8,7.5,7.75
307,02/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.3,6,3,4.5
308,03/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,7,-2.5,2.25
309,04/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,11,-2,4.5
310,05/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),11,9,-1,4
311,06/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.2,11,5,8
312,07/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),10.5,9,6,7.5
313,08/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),6.7,8.5,3,5.75
314,09/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),0,10,4,7
315,10/11/1968,BARRIOMARTIN (MOLINO PIQUERAS),1.1,10,1,5.5
