"","date","precip_mm","temperatura_maxima","temperatura_minima","temp_air_celcius"
"2648",2007-04-03,9.8,13,4,8.5
"2649",2007-04-04,3,9,8,8.5
"2650",2007-04-05,0,13,4,8.5
"2651",2007-04-06,0,13,5,9
"2652",2007-04-07,11.3,17,5,11
"2653",2007-04-08,3.4,20.5,6,13.25
"2654",2007-04-09,2.5,17,6.5,11.75
"2655",2007-04-10,14.1,20.5,7,13.75
"2656",2007-04-11,1.7,17,8,12.5
"2657",2007-04-12,35.5,17,8,12.5
"2658",2007-04-13,3.1,13,10,11.5
"2659",2007-04-14,0.5,13,10.5,11.75
"2660",2007-04-15,5.7,17,10.5,13.75
"2661",2007-04-16,0,20.5,12.5,16.5
"2662",2007-04-17,0,17,12.5,14.75
"2663",2007-04-18,0,21,13,17
"2664",2007-04-19,0,25,12.5,18.75
"2665",2007-04-20,1.9,25,11,18
"2666",2007-04-21,0,26,9,17.5
"2667",2007-04-22,2.3,25,10.5,17.75
"2668",2007-04-23,0,29,10.5,19.75
"2669",2007-04-24,0,29,12,20.5
"2670",2007-04-25,0,17,14.5,15.75
"2671",2007-04-26,4.1,15,13,14
"2672",2007-04-27,21,23.5,12,17.75
"2673",2007-04-28,2.9,21,12,16.5
"2674",2007-04-29,0,21,12.5,16.75
"2675",2007-04-30,18,18,12,15
"2676",2007-05-01,15.2,10,9,9.5
"2677",2007-05-02,0,20.5,8,14.25
"2678",2007-05-03,91,15.5,8,11.75
"2679",2007-05-04,7.2,16.5,9,12.75
"2680",2007-05-05,3.7,16,9,12.5
"2681",2007-05-06,1.2,17,11,14
"2682",2007-05-07,0,15,8,11.5
"2683",2007-05-08,0,21,10,15.5
"2684",2007-05-09,0,25,10,17.5
"2685",2007-05-10,0,29,8,18.5
"2686",2007-05-11,0,25,12,18.5
"2687",2007-05-12,0,28.5,12,20.25
"2688",2007-05-13,13,27,15,21
"2689",2007-05-14,15,15,11,13
"2690",2007-05-15,1,17,11,14
"2691",2007-05-16,2,16.5,8,12.25
"2692",2007-05-17,1.2,17,12,14.5
"2693",2007-05-18,0.3,23,13,18
"2694",2007-05-19,0.3,17,15,16
"2695",2007-05-20,7,20.5,16,18.25
"2696",2007-05-21,0.1,17,13.5,15.25
"2697",2007-05-22,0.5,21,13.5,17.25
"2698",2007-05-23,0,25,13,19
"2699",2007-05-24,10.6,25,15,20
"2700",2007-05-25,7.3,25,16,20.5
"2701",2007-05-26,2.7,14,13,13.5
"2702",2007-05-27,20,19,9,14
"2703",2007-05-28,10.8,12.5,9,10.75
"2704",2007-05-29,0,14,8.5,11.25
"2705",2007-05-30,0,24.5,10,17.25
"2706",2007-05-31,3.5,21,12,16.5
"2707",2007-06-01,11.5,16.5,12,14.25
"2708",2007-06-02,5.6,17,12,14.5
"2709",2007-06-03,0,20.5,12,16.25
"2710",2007-06-04,0.3,17,13.5,15.25
"2711",2007-06-05,0,20.5,13,16.75
"2712",2007-06-06,0,20.5,12,16.25
"2713",2007-06-07,0,28.5,14,21.25
"2714",2007-06-08,0,29,14.5,21.75
"2715",2007-06-09,34.5,29,16,22.5
"2716",2007-06-10,1.1,25,16,20.5
"2717",2007-06-11,0,25,16,20.5
"2718",2007-06-12,2.3,29,17,23
"2719",2007-06-13,0,21,18,19.5
"2720",2007-06-14,1,25,16,20.5
"2721",2007-06-15,0,21,12,16.5
"2722",2007-06-16,3.4,25,12,18.5
"2723",2007-06-17,1.2,25,16.5,20.75
"2724",2007-06-18,0,29,13,21
"2725",2007-06-19,0,29,16,22.5
"2726",2007-06-20,7,25,12,18.5
"2727",2007-06-21,0,21,12.5,16.75
"2728",2007-06-22,0,20,12,16
