"","date","precip_mm","temperatura_maxima","temperatura_minima","temp_air_celcius"
"4973",2013-08-14,0,25,13,19
"4974",2013-08-15,0,29,12,20.5
"4975",2013-08-16,0,25,13,19
"4976",2013-08-17,0,28,16,22
"4977",2013-08-18,0,29,16,22.5
"4978",2013-08-19,0,20,16,18
"4979",2013-08-20,0,25,16,20.5
"4980",2013-08-21,0,33,12,22.5
"4981",2013-08-22,0,29,13,21
"4982",2013-08-23,1.1,21,18,19.5
"4983",2013-08-24,1.3,21,17,19
"4984",2013-08-25,3.5,23,13,18
"4985",2013-08-26,1,21,14,17.5
"4986",2013-08-27,0,21,15,18
"4987",2013-08-28,0,24,15,19.5
"4988",2013-08-29,0,24,12,18
"4989",2013-08-30,0,25,14,19.5
"4990",2013-08-31,0,24,12,18
"4991",2013-09-01,0,24,15,19.5
"4992",2013-09-02,0,25,12,18.5
"4993",2013-09-03,0,33,12,22.5
"4994",2013-09-04,0,33,12,22.5
"4995",2013-09-05,0,33,14,23.5
"4996",2013-09-06,2,25,15,20
"4997",2013-09-07,5.5,17,15,16
"4998",2013-09-08,0.1,17,14,15.5
"4999",2013-09-09,3.6,24,12,18
"5000",2013-09-10,2.2,17,12,14.5
"5001",2013-09-11,0,21,12,16.5
"5002",2013-09-12,0.3,20,12,16
"5003",2013-09-13,0,21,14,17.5
"5004",2013-09-14,2,25,14,19.5
"5005",2013-09-15,0,21,13,17
"5006",2013-09-16,4.2,21,9,15
"5007",2013-09-17,5.5,17,10,13.5
"5008",2013-09-18,5.4,17,13,15
"5009",2013-09-19,4.2,19,14,16.5
"5010",2013-09-20,1,22,14,18
"5011",2013-09-21,0,21,13,17
"5012",2013-09-22,0,27,11,19
"5013",2013-09-23,0,29,12,20.5
"5014",2013-09-24,0,29,12,20.5
"5015",2013-09-25,0,29,16,22.5
"5016",2013-09-26,0,33,16,24.5
"5017",2013-09-27,0,29,16,22.5
"5018",2013-09-28,0,27,16,21.5
"5019",2013-09-29,1,21,16,18.5
"5020",2013-09-30,0,25,15,20
"5021",2013-10-01,0,25,16,20.5
"5022",2013-10-02,0.5,29,16,22.5
"5023",2013-10-03,43,29,17,23
"5024",2013-10-04,2.2,25,16,20.5
"5025",2013-10-05,3.2,17,13,15
"5026",2013-10-06,0.8,21,13,17
"5027",2013-10-07,0,17,10,13.5
"5028",2013-10-08,0,17,11,14
"5029",2013-10-09,0,17,12,14.5
"5030",2013-10-10,3,13,8,10.5
"5031",2013-10-11,0.5,13,6,9.5
"5032",2013-10-12,0,17,5,11
"5033",2013-10-13,0,21,4,12.5
"5034",2013-10-14,0.2,21,6,13.5
"5035",2013-10-15,0.5,19,12,15.5
"5036",2013-10-16,0.8,25,15,20
"5037",2013-10-17,0,25,15,20
"5038",2013-10-18,0,27,12,19.5
"5039",2013-10-19,0,24,13,18.5
"5040",2013-10-20,0,25,13,19
"5041",2013-10-21,0,22,11,16.5
"5042",2013-10-22,3,21,13,17
"5043",2013-10-23,0,24,12,18
"5044",2013-10-24,1.6,23,11,17
"5045",2013-10-25,5.4,25,13,19
"5046",2013-10-26,0.2,21,16,18.5
"5047",2013-10-27,0,20,10,15
"5048",2013-10-28,1.6,20,14,17
"5049",2013-10-29,19,12,9,10.5
"5050",2013-10-30,0,15,8,11.5
"5051",2013-10-31,0,15,4,9.5
"5052",2013-11-01,0.5,17,4,10.5
"5053",2013-11-02,14,21,7,14
"5054",2013-11-03,8.5,13,12,12.5
"5055",2013-11-04,82.6,15,10,12.5
"5056",2013-11-05,18.5,17,12,14.5
"5057",2013-11-06,0,21,15,18
"5058",2013-11-07,0,21,11,16
"5059",2013-11-08,6.2,16,10,13
"5060",2013-11-09,16.6,14,6,10
"5061",2013-11-10,28.3,13,8,10.5
"5062",2013-11-11,14.8,13,12,12.5
"5063",2013-11-12,19.2,13,12,12.5
"5064",2013-11-13,3.9,13,12,12.5
"5065",2013-11-14,18.4,12,9,10.5
"5066",2013-11-15,4.5,9,5,7
"5067",2013-11-16,1.3,9,4,6.5
"5068",2013-11-17,6,8,4,6
"5069",2013-11-18,35.2,9,7,8
"5070",2013-11-19,21.2,9,7,8
"5071",2013-11-20,24.5,8,3,5.5
"5072",2013-11-21,32.2,9,4,6.5
"5073",2013-11-22,5,5,3,4
"5074",2013-11-23,0,5,4,4.5
"5075",2013-11-24,0,5,4,4.5
"5076",2013-11-25,0,5,4,4.5
"5077",2013-11-26,0,5,0,2.5
"5078",2013-11-27,0,5,-3,1
"5079",2013-11-28,0,9,-4,2.5
"5080",2013-11-29,4,5,-2,1.5
"5081",2013-11-30,9.2,8,3,5.5
"5082",2013-12-01,0,5,1,3
"5083",2013-12-02,0,5,3,4
"5084",2013-12-03,0,13,-2,5.5
"5085",2013-12-04,0,13,-2,5.5
"5086",2013-12-05,0,9,7,8
"5087",2013-12-06,0,9,3,6
"5088",2013-12-07,0,13,0,6.5
"5089",2013-12-08,0,13,-1,6
"5090",2013-12-09,0,12,-2,5
"5091",2013-12-10,0,13,-2,5.5
"5092",2013-12-11,0,12,0,6
"5093",2013-12-12,0,9,1,5
"5094",2013-12-13,12.2,9,-1,4
"5095",2013-12-14,0,13,0,6.5
"5096",2013-12-15,0,16,0,8
"5097",2013-12-16,0,18,5,11.5
"5098",2013-12-17,0,13,9,11
"5099",2013-12-18,4.3,13,5,9
"5100",2013-12-19,24,9,7,8
"5101",2013-12-20,0.9,9,4,6.5
"5102",2013-12-21,0,9,0,4.5
"5103",2013-12-22,0,13,2,7.5
"5104",2013-12-23,0,13,0,6.5
"5105",2013-12-24,7,13,12,12.5
"5106",2013-12-25,11.8,13,8,10.5
"5107",2013-12-26,6.5,8,4,6
"5108",2013-12-27,5.5,16,4,10
"5109",2013-12-28,3.5,9,5,7
"5110",2013-12-29,6.3,5,4,4.5
"5111",2013-12-30,0,10,1,5.5
"5112",2013-12-31,0,13,3,8
"5113",2014-01-01,0.6,13,4,8.5
"5114",2014-01-02,0.8,15,8,11.5
"5115",2014-01-03,10,17,11,14
"5116",2014-01-04,7.2,13,8,10.5
"5117",2014-01-05,0,14,4,9
"5118",2014-01-06,0,13,6,9.5
"5119",2014-01-07,0,17,12,14.5
"5120",2014-01-08,0,17,10,13.5
"5121",2014-01-09,0,17,12,14.5
"5122",2014-01-10,0,17,2,9.5
"5123",2014-01-11,0,15,4,9.5
"5124",2014-01-12,7,13,5,9
"5125",2014-01-13,5.3,13,8,10.5
"5126",2014-01-14,4.9,9,7,8
"5127",2014-01-15,2.5,13,5,9
"5128",2014-01-16,0,13,7,10
"5129",2014-01-17,0,13,6,9.5
"5130",2014-01-18,9.8,11,6,8.5
"5131",2014-01-19,15,5,2,3.5
"5132",2014-01-20,12.4,5,4,4.5
"5133",2014-01-21,8,13,4,8.5
"5134",2014-01-22,39.5,9,5,7
"5135",2014-01-23,20.6,9,6,7.5
"5136",2014-01-24,51,12,6,9
"5137",2014-01-25,16.5,13,8,10.5
"5138",2014-01-26,12.5,13,10,11.5
"5139",2014-01-27,26.5,6,5,5.5
"5140",2014-01-28,4.8,8,3,5.5
"5141",2014-01-29,19.9,9,1,5
"5142",2014-01-30,22.4,6,3,4.5
"5143",2014-01-31,10,12,4,8
"5144",2014-02-01,27,8,5,6.5
"5145",2014-02-02,0,9,2,5.5
"5146",2014-02-03,0,9,0,4.5
"5147",2014-02-04,2.1,10,0,5
"5148",2014-02-05,0,13,7,10
"5149",2014-02-06,7.8,17,4,10.5
"5150",2014-02-07,2,12,6,9
"5151",2014-02-08,7.3,13,9,11
"5152",2014-02-09,7,9,1,5
"5153",2014-02-10,32.7,8,4,6
"5154",2014-02-11,6.6,5,1,3
"5155",2014-02-12,0,13,2,7.5
"5156",2014-02-13,0,16,5,10.5
"5157",2014-02-14,1.6,19,8,13.5
"5158",2014-02-15,0,13,9,11
"5159",2014-02-16,0,13,5,9
"5160",2014-02-17,0,12,0,6
"5161",2014-02-18,13,12,6,9
"5162",2014-02-19,3.5,12,5,8.5
"5163",2014-02-20,12,17,4,10.5
"5164",2014-02-21,0.8,9,5,7
"5165",2014-02-22,0,13,0,6.5
"5166",2014-02-23,0,17,0,8.5
"5167",2014-02-24,0,17,6,11.5
"5168",2014-02-25,10.3,14,9,11.5
"5169",2014-02-26,14.5,8,3,5.5
"5170",2014-02-27,6.7,13,4,8.5
"5171",2014-02-28,29.5,8,4,6
"5172",2014-03-01,14,8,5,6.5
"5173",2014-03-02,14,13,6,9.5
"5174",2014-03-03,58.5,13,5,9
"5175",2014-03-04,29.2,11,7,9
"5176",2014-03-05,6.8,11,7,9
"5177",2014-03-06,0,13,7,10
"5178",2014-03-07,0,20,3,11.5
"5179",2014-03-08,0,19,3,11
"5180",2014-03-09,0,21,4,12.5
"5181",2014-03-10,0,21,2,11.5
"5182",2014-03-11,0,17,1,9
"5183",2014-03-12,0,20,5,12.5
"5184",2014-03-13,0,17,4,10.5
"5185",2014-03-14,0,21,2,11.5
"5186",2014-03-15,0,13,4,8.5
"5187",2014-03-16,0,17,8,12.5
"5188",2014-03-17,0,25,3,14
"5189",2014-03-18,0,12,5,8.5
"5190",2014-03-19,0,17,8,12.5
"5191",2014-03-20,0,25,4,14.5
"5192",2014-03-21,5.3,21,7,14
"5193",2014-03-22,29,11,9,10
"5194",2014-03-23,11.8,9,0,4.5
"5195",2014-03-24,21,9,0,4.5
"5196",2014-03-25,38.8,9,7,8
"5197",2014-03-26,27,8,4,6
"5198",2014-03-27,0.4,13,4,8.5
"5199",2014-03-28,0,17,4,10.5
"5200",2014-03-29,0,21,5,13
"5201",2014-03-30,0,17,9,13
"5202",2014-03-31,0,20,9,14.5
"5203",2014-04-01,0,20,12,16
"5204",2014-04-02,1,21,12,16.5
"5205",2014-04-03,15.8,13,10,11.5
"5206",2014-04-04,5.5,17,10,13.5
"5207",2014-04-05,0,21,9,15
"5208",2014-04-06,0,25,9,17
"5209",2014-04-07,0,25,10,17.5
"5210",2014-04-08,0,13,11,12
"5211",2014-04-09,0,21,5,13
"5212",2014-04-10,0.3,25,8,16.5
"5213",2014-04-11,0,17,10,13.5
"5214",2014-04-12,0,13,12,12.5
"5215",2014-04-13,0,17,10,13.5
"5216",2014-04-14,0,21,8,14.5
"5217",2014-04-15,0,25,10,17.5
"5218",2014-04-16,0,25,8,16.5
"5219",2014-04-17,0,21,5,13
"5220",2014-04-18,0,24,4,14
"5221",2014-04-19,11,17,5,11
"5222",2014-04-20,1.3,13,10,11.5
"5223",2014-04-21,19,21,7,14
"5224",2014-04-22,1,17,8,12.5
"5225",2014-04-23,0.1,20,8,14
"5226",2014-04-24,12.5,17,9,13
"5227",2014-04-25,1,17,8,12.5
"5228",2014-04-26,14.7,16,8,12
"5229",2014-04-27,3.5,17,7,12
"5230",2014-04-28,5.2,13,9,11
"5231",2014-04-29,4.5,17,12,14.5
"5232",2014-04-30,1.9,17,12,14.5
"5233",2014-05-01,9,14,12,13
"5234",2014-05-02,7.7,14,10,12
"5235",2014-05-03,0.7,17,11,14
"5236",2014-05-04,0,17,8,12.5
"5237",2014-05-05,0,25,5,15
"5238",2014-05-06,0,21,12,16.5
"5239",2014-05-07,0,21,12,16.5
"5240",2014-05-08,0,21,12,16.5
"5241",2014-05-09,0,17,12,14.5
"5242",2014-05-10,0.4,24,12,18
"5243",2014-05-11,0,17,12,14.5
"5244",2014-05-12,1.2,17,8,12.5
"5245",2014-05-13,1.4,13,8,10.5
"5246",2014-05-14,0,17,8,12.5
"5247",2014-05-15,0,21,5,13
"5248",2014-05-16,0,18,4,11
"5249",2014-05-17,0,21,4,12.5
"5250",2014-05-18,0,24,5,14.5
"5251",2014-05-19,24.5,25,13,19
"5252",2014-05-20,14.2,21,12,16.5
"5253",2014-05-21,4.8,21,13,17
"5254",2014-05-22,2.7,17,12,14.5
"5255",2014-05-23,4.3,17,8,12.5
"5256",2014-05-24,23,17,8,12.5
"5257",2014-05-25,11.2,13,11,12
"5258",2014-05-26,1.6,17,10,13.5
"5259",2014-05-27,1.8,20,12,16
"5260",2014-05-28,7,13,9,11
"5261",2014-05-29,3.5,17,8,12.5
"5262",2014-05-30,5.3,16,8,12
"5263",2014-05-31,1,17,12,14.5
"5264",2014-06-01,0.6,17,13,15
"5265",2014-06-02,3.3,17,12,14.5
"5266",2014-06-03,0.6,21,12,16.5
"5267",2014-06-04,0.3,13.5,13,13.25
"5268",2014-06-05,0,28,8,18
"5269",2014-06-06,1,29,13,21
"5270",2014-06-07,0,29,13,21
"5271",2014-06-08,0,29,12,20.5
"5272",2014-06-09,2,29,12,20.5
"5273",2014-06-10,0,21,16,18.5
"5274",2014-06-11,0,25,16,20.5
"5275",2014-06-12,0,29,16,22.5
"5276",2014-06-13,0,25,17,21
"5277",2014-06-14,0.3,21,14,17.5
"5278",2014-06-15,0,21,17,19
"5279",2014-06-16,0,21,16,18.5
"5280",2014-06-17,0,21,12,16.5
"5281",2014-06-18,0,23,12,17.5
"5282",2014-06-19,0,28,12,20
"5283",2014-06-20,0,33,12,22.5
"5284",2014-06-21,3,29,17,23
"5285",2014-06-22,5,25,20,22.5
"5286",2014-06-23,6.2,28,16,22
"5287",2014-06-24,6.8,21,16,18.5
"5288",2014-06-25,0,21,16,18.5
"5289",2014-06-26,1,19,16,17.5
"5290",2014-06-27,0,25,13,19
"5291",2014-06-28,1.9,25,15,20
"5292",2014-06-29,0,21,14,17.5
"5293",2014-06-30,0,25,12,18.5
"5294",2014-07-01,21.2,25,13,19
"5295",2014-07-02,5.5,20,16,18
"5296",2014-07-03,89,21,16,18.5
"5297",2014-07-04,6.5,21,16,18.5
"5298",2014-07-05,0,29,16,22.5
"5299",2014-07-06,17.6,25,16,20.5
"5300",2014-07-07,1.4,17,15,16
"5301",2014-07-08,9.3,20,12,16
"5302",2014-07-09,5,17,14,15.5
"5303",2014-07-10,1.1,20,13,16.5
"5304",2014-07-11,7.5,17,13,15
"5305",2014-07-12,1.5,17,14,15.5
"5306",2014-07-13,2.2,25,12,18.5
"5307",2014-07-14,0,21,15,18
"5308",2014-07-15,0,28,16,22
"5309",2014-07-16,0,32,17,24.5
"5310",2014-07-17,0,33,18,25.5
"5311",2014-07-18,0,32,20,26
"5312",2014-07-19,0.5,25,20,22.5
"5313",2014-07-20,15.5,21,16,18.5
"5314",2014-07-21,1.6,21,16,18.5
"5315",2014-07-22,0,25,16,20.5
"5316",2014-07-23,0,25,16,20.5
"5317",2014-07-24,2,25,16,20.5
"5318",2014-07-25,0,25,18,21.5
"5319",2014-07-26,0,25,17,21
"5320",2014-07-27,0,25,16,20.5
"5321",2014-07-28,9.2,21,17,19
"5322",2014-07-29,1.2,21,16,18.5
"5323",2014-07-30,0.2,21,16,18.5
"5324",2014-07-31,0,25,16,20.5
"5325",2014-08-01,7.2,25,20,22.5
"5326",2014-08-02,4.4,25,17,21
"5327",2014-08-03,21.4,25,16,20.5
"5328",2014-08-04,0,21,17,19
"5329",2014-08-05,0,25,16,20.5
"5330",2014-08-06,0,25,16,20.5
"5331",2014-08-07,0,27,16,21.5
"5332",2014-08-08,20.6,32,18,25
"5333",2014-08-09,0,28,20,24
"5334",2014-08-10,0.4,29,20,24.5
"5335",2014-08-11,0,21,17,19
"5336",2014-08-12,7.8,25,16,20.5
"5337",2014-08-13,7.6,17,16,16.5
"5338",2014-08-14,0.9,21,14,17.5
"5339",2014-08-15,2.5,20,14,17
"5340",2014-08-16,0.5,21,13,17
"5341",2014-08-17,0,25,13,19
"5342",2014-08-18,0,21,14,17.5
"5343",2014-08-19,0,21,16,18.5
"5344",2014-08-20,0,21,15,18
"5345",2014-08-21,0.3,21,12,16.5
"5346",2014-08-22,16.5,17,12,14.5
"5347",2014-08-23,0,21,12,16.5
"5348",2014-08-24,0,25,12,18.5
"5349",2014-08-25,0,30,12,21
"5350",2014-08-26,0.3,29,15,22
"5351",2014-08-27,0,29,16,22.5
"5352",2014-08-28,2.8,25,18,21.5
"5353",2014-08-29,0.1,21,17,19
"5354",2014-08-30,0,19,16,17.5
"5355",2014-08-31,0,24,17,20.5
"5356",2014-09-01,0,25,16,20.5
"5357",2014-09-02,0,25,15,20
"5358",2014-09-03,0.4,29,13,21
"5359",2014-09-04,0,25,13,19
"5360",2014-09-05,0,25,14,19.5
"5361",2014-09-06,0,32,15,23.5
"5362",2014-09-07,19,32,17,24.5
"5363",2014-09-08,0,28,17,22.5
"5364",2014-09-09,0,29,18,23.5
"5365",2014-09-10,0,29,17,23
"5366",2014-09-11,0,27,16,21.5
"5367",2014-09-12,0,25,16,20.5
"5368",2014-09-13,0,25,12,18.5
"5369",2014-09-14,12.2,25,12,18.5
"5370",2014-09-15,0,25,13,19
"5371",2014-09-16,0.3,29,14,21.5
"5372",2014-09-17,0,28,15,21.5
"5373",2014-09-18,0,29,16,22.5
"5374",2014-09-19,0,28,16,22
"5375",2014-09-20,2.7,25,14,19.5
"5376",2014-09-21,0,25,15,20
"5377",2014-09-22,0.5,20,16,18
"5378",2014-09-23,0,20,15,17.5
"5379",2014-09-24,0,17,11,14
"5380",2014-09-25,0,21,10,15.5
"5381",2014-09-26,0,21,12,16.5
"5382",2014-09-27,0,25,10,17.5
"5383",2014-09-28,0,21,12,16.5
"5384",2014-09-29,4.5,21,14,17.5
"5385",2014-09-30,0,20,16,18
"5386",2014-10-01,0,21,15,18
"5387",2014-10-02,0,25,14,19.5
"5388",2014-10-03,0,25,13,19
"5389",2014-10-04,5.8,21,12,16.5
"5390",2014-10-05,1,17,12,14.5
"5391",2014-10-06,0,21,8,14.5
"5392",2014-10-07,0,25,11,18
"5393",2014-10-08,1.3,25,13,19
"5394",2014-10-09,18.5,17,16,16.5
"5395",2014-10-10,3.5,17,15,16
"5396",2014-10-11,2.8,19,14,16.5
"5397",2014-10-12,15,21,16,18.5
"5398",2014-10-13,0.3,20,12,16
"5399",2014-10-14,0,21,12,16.5
"5400",2014-10-15,1.6,19,12,15.5
"5401",2014-10-16,0,25,12,18.5
"5402",2014-10-17,0,25,13,19
"5403",2014-10-18,0,29,13,21
"5404",2014-10-19,0,26,12,19
"5405",2014-10-20,0,24,12,18
"5406",2014-10-21,1.8,25,11,18
"5407",2014-10-22,0,17,11,14
"5408",2014-10-23,0,21,6,13.5
"5409",2014-10-24,0,21,4,12.5
"5410",2014-10-25,0,24,4,14
"5411",2014-10-26,0,25,9,17
"5412",2014-10-27,0,21,9,15
"5413",2014-10-28,0,21,9,15
"5414",2014-10-29,0,25,9,17
"5415",2014-10-30,0,25,9,17
"5416",2014-10-31,0,21,9,15
"5417",2014-11-01,0,21,9,15
"5418",2014-11-02,0.3,17,10,13.5
"5419",2014-11-03,32.4,17,9,13
"5420",2014-11-04,43,11,10,10.5
"5421",2014-11-05,31.5,9,7,8
"5422",2014-11-06,3.8,13,7,10
"5423",2014-11-07,2.8,13,8,10.5
"5424",2014-11-08,1.2,14,5,9.5
"5425",2014-11-09,0,13,8,10.5
"5426",2014-11-10,0,13,4,8.5
"5427",2014-11-11,0,13,6,9.5
"5428",2014-11-12,0,17,6,11.5
"5429",2014-11-13,8.2,17,8,12.5
"5430",2014-11-14,1,17,13,15
"5431",2014-11-15,0,16,7,11.5
"5432",2014-11-16,13,13,8,10.5
"5433",2014-11-17,3.3,11,8,9.5
"5434",2014-11-18,0,13,5,9
"5435",2014-11-19,0,20,7,13.5
"5436",2014-11-20,0,21,8,14.5
"5437",2014-11-21,0,21,11,16
"5438",2014-11-22,0,20,13,16.5
"5439",2014-11-23,0,23,11,17
"5440",2014-11-24,3.8,17,11,14
"5441",2014-11-25,2.5,17,12,14.5
"5442",2014-11-26,2.1,17,12,14.5
"5443",2014-11-27,0,17,6,11.5
"5444",2014-11-28,0.7,17,14,15.5
"5445",2014-11-29,11.2,13,11,12
"5446",2014-11-30,8.5,13,12,12.5
"5447",2014-12-01,19.5,11,10,10.5
"5448",2014-12-02,1.4,9,8,8.5
"5449",2014-12-03,0.2,9,5,7
"5450",2014-12-04,0.6,9,3,6
"5451",2014-12-05,28.8,9,4,6.5
"5452",2014-12-06,4,5,4,4.5
"5453",2014-12-07,18,7,1,4
"5454",2014-12-08,51.5,9,4,6.5
"5455",2014-12-09,0.3,7,3,5
"5456",2014-12-10,9.3,9,0,4.5
"5457",2014-12-11,1,9,2,5.5
"5458",2014-12-12,0,13,4,8.5
"5459",2014-12-13,0.8,13,5,9
"5460",2014-12-14,5.2,9,6,7.5
"5461",2014-12-15,15.6,12,7,9.5
"5462",2014-12-16,15,9,6,7.5
"5463",2014-12-17,6.6,12,8,10
"5464",2014-12-18,0,11,8,9.5
"5465",2014-12-19,1,9,8,8.5
"5466",2014-12-20,8.5,9,8,8.5
"5467",2014-12-21,0,13,7,10
"5468",2014-12-22,0,13,1,7
"5469",2014-12-23,0,13,0,6.5
"5470",2014-12-24,0,13,-2,5.5
"5471",2014-12-25,2.7,9,0,4.5
"5472",2014-12-26,5.1,11,6,8.5
"5473",2014-12-27,46.1,9,8,8.5
"5474",2014-12-28,4.7,7,6,6.5
"5475",2014-12-29,0,5,-1,2
"5476",2014-12-30,0,5,-4,0.5
"5477",2014-12-31,0,9,-4,2.5
"5478",2015-01-01,0,9,-6,1.5
"5479",2015-01-02,0,9,-4,2.5
"5480",2015-01-03,0.5,13,-4,4.5
"5481",2015-01-04,1.9,9,3,6
"5482",2015-01-05,0,15,5,10
"5483",2015-01-06,0.4,8,1,4.5
"5484",2015-01-07,0,12,3,7.5
"5485",2015-01-08,0,12,0,6
"5486",2015-01-09,0,16,5,10.5
"5487",2015-01-10,3,13,5,9
"5488",2015-01-11,1.6,9,6,7.5
"5489",2015-01-12,0,14,-2,6
"5490",2015-01-13,0,13,6,9.5
"5491",2015-01-14,0,12,4,8
"5492",2015-01-15,5.3,13,5,9
"5493",2015-01-16,29.5,9,6,7.5
"5494",2015-01-17,1.3,9,2,5.5
"5495",2015-01-18,10,7,0,3.5
"5496",2015-01-19,14.2,7,5,6
"5497",2015-01-20,2.5,5,2,3.5
"5498",2015-01-21,31.5,5,1,3
"5499",2015-01-22,4,5,2,3.5
"5500",2015-01-23,0,7,2,4.5
"5501",2015-01-24,0,9,2,5.5
"5502",2015-01-25,0,9,-1,4
"5503",2015-01-26,9.6,6,1,3.5
"5504",2015-01-27,5,9,2,5.5
"5505",2015-01-28,4.8,8,5,6.5
"5506",2015-01-29,47.4,13,5,9
"5507",2015-01-30,72.6,8,7,7.5
"5508",2015-01-31,50.5,7,5,6
"5509",2015-02-01,31.9,4.5,4,4.25
"5510",2015-02-02,10.6,9,1,5
"5511",2015-02-03,0,5,1,3
"5512",2015-02-04,0,3,-2,0.5
"5513",2015-02-05,0,5,0,2.5
"5514",2015-02-06,0,1,-3,-1
"5515",2015-02-07,0,5,0,2.5
"5516",2015-02-08,0,5,0,2.5
"5517",2015-02-09,0,9,-3,3
"5518",2015-02-10,0,13,-4,4.5
"5519",2015-02-11,0.5,12,-4,4
"5520",2015-02-12,0,13,4,8.5
"5521",2015-02-13,0,13,4,8.5
"5522",2015-02-14,13.9,9,5,7
"5523",2015-02-15,7,9,6,7.5
"5524",2015-02-16,33.5,9,4,6.5
"5525",2015-02-17,8.5,7,5,6
"5526",2015-02-18,0,8,4,6
"5527",2015-02-19,0,16,0,8
"5528",2015-02-20,18,13,2,7.5
"5529",2015-02-21,31,8,3,5.5
"5530",2015-02-22,6,9,4,6.5
"5531",2015-02-23,29.9,9,6,7.5
"5532",2015-02-24,43.8,9,4,6.5
"5533",2015-02-25,67.5,10,4,7
"5534",2015-02-26,35.2,10,9,9.5
"5535",2015-02-27,5.2,9,6,7.5
"5536",2015-02-28,15.6,10,4,7
"5537",2015-03-01,1.4,18,5,11.5
"5538",2015-03-02,2.3,13,11,12
"5539",2015-03-03,10.3,16,10,13
"5540",2015-03-04,9.8,9,6,7.5
"5541",2015-03-05,0,9,2,5.5
"5542",2015-03-06,0,17,0,8.5
"5543",2015-03-07,0,23,0,11.5
"5544",2015-03-08,0,17,0,8.5
"5545",2015-03-09,0,21,0,10.5
"5546",2015-03-10,0,21,1,11
"5547",2015-03-11,0,13,2,7.5
"5548",2015-03-12,2,21,5,13
"5549",2015-03-13,24,12,5,8.5
"5550",2015-03-14,12,5,2,3.5
"5551",2015-03-15,0.8,9,4,6.5
"5552",2015-03-16,0,13,4,8.5
"5553",2015-03-17,0,17,3,10
"5554",2015-03-18,0.5,17,4,10.5
"5555",2015-03-19,0.3,13,5,9
"5556",2015-03-20,5.6,9,7,8
"5557",2015-03-21,5.8,9,6,7.5
"5558",2015-03-22,11.8,9,8,8.5
"5559",2015-03-23,12,9,4,6.5
"5560",2015-03-24,16.5,9,7,8
"5561",2015-03-25,1.6,9,4,6.5
"5562",2015-03-26,6.2,11,5,8
"5563",2015-03-27,13.1,13,6,9.5
"5564",2015-03-28,0.5,17,8,12.5
"5565",2015-03-29,0,17,10,13.5
"5566",2015-03-30,0,15,9,12
"5567",2015-03-31,1.4,15,11,13
"5568",2015-04-01,0.2,13,10,11.5
"5569",2015-04-02,0,17,2,9.5
"5570",2015-04-03,2.9,17,5,11
"5571",2015-04-04,2.4,13,6,9.5
"5572",2015-04-05,0,14,8,11
"5573",2015-04-06,0,17,2,9.5
"5574",2015-04-07,0,21,2,11.5
"5575",2015-04-08,0,21,6,13.5
"5576",2015-04-09,0,21,8,14.5
"5577",2015-04-10,1.8,21,12,16.5
"5578",2015-04-11,0,16,12,14
"5579",2015-04-12,0,25,8,16.5
"5580",2015-04-13,0,28,8,18
"5581",2015-04-14,0,29,8,18.5
"5582",2015-04-15,0,21,12,16.5
"5583",2015-04-16,1,20,12,16
"5584",2015-04-17,2.2,17,12,14.5
"5585",2015-04-18,2.5,25,9,17
"5586",2015-04-19,0,13,10,11.5
"5587",2015-04-20,0,21,8,14.5
"5588",2015-04-21,0,25,8,16.5
"5589",2015-04-22,0.3,21,10,15.5
"5590",2015-04-23,0,21,12,16.5
"5591",2015-04-24,2,25,8,16.5
"5592",2015-04-25,1,25,12,18.5
"5593",2015-04-26,59.5,20,13,16.5
"5594",2015-04-27,12.7,13,11,12
"5595",2015-04-28,0,17,8,12.5
"5596",2015-04-29,0,17,8,12.5
"5597",2015-04-30,0.4,24,8,16
"5598",2015-05-01,2,19,10,14.5
"5599",2015-05-02,0,25,12,18.5
"5600",2015-05-03,0.5,24,16,20
"5601",2015-05-04,1.5,28,16,22
"5602",2015-05-05,0,20,11,15.5
"5603",2015-05-06,0,17,9,13
"5604",2015-05-07,0,29,8,18.5
"5605",2015-05-08,0,21,11,16
"5606",2015-05-09,0,19,10,14.5
"5607",2015-05-10,0,31,12,21.5
"5608",2015-05-11,0,32,12,22
"5609",2015-05-12,0,29,12,20.5
"5610",2015-05-13,0,29,16,22.5
"5611",2015-05-14,9.8,17,15,16
"5612",2015-05-15,13,13,11,12
"5613",2015-05-16,2.4,17,12,14.5
"5614",2015-05-17,0,17,12,14.5
"5615",2015-05-18,3.6,21,12,16.5
"5616",2015-05-19,11,13,11,12
"5617",2015-05-20,13.8,13,9,11
"5618",2015-05-21,0.8,17,9,13
"5619",2015-05-22,0.2,16,8,12
"5620",2015-05-23,3,16,10,13
"5621",2015-05-24,0.2,17,12,14.5
"5622",2015-05-25,2.6,17,13,15
"5623",2015-05-26,0.2,17,11,14
"5624",2015-05-27,0,21,10,15.5
"5625",2015-05-28,0,21,9,15
"5626",2015-05-29,0,16,14,15
"5627",2015-05-30,0,21,8,14.5
"5628",2015-05-31,0,25,9,17
"5629",2015-06-01,0,25,12,18.5
"5630",2015-06-02,0,26,16,21
"5631",2015-06-03,0,21,17,19
"5632",2015-06-04,0,33,16,24.5
"5633",2015-06-05,0,32,16,24
"5634",2015-06-06,0,20,17,18.5
"5635",2015-06-07,0,25,16,20.5
"5636",2015-06-08,0,25,16,20.5
