"","date","precip_day_mm","rh_mean_day","se_rh_day","rh_max_day","se_rh_max","rh_min_day","se_rh_min","temp_mean_day","se_temp_day","temp_max_day","se_temp_max","temp_min_day","se_temp_min"
"1558",2018-04-07,13.8,94.7902777777778,0.239545022161251,97.7,0.239545022161251,87.2,0.239545022161251,5.39034722222222,0.0761893149034873,7.13,0.0761893149034873,3.99,0.0761893149034873
"1559",2018-04-08,1.9,89.0216666666667,1.0092134131524,97.3,1.0092134131524,61.31,1.0092134131524,5.52395833333333,0.214406360900737,10.83,0.214406360900737,0.38,0.214406360900737
"1560",2018-04-09,15.1,96.4652777777778,0.152397058650356,97.2,0.152397058650356,85.1,0.152397058650356,1.26513888888889,0.137048615817261,5.87,0.137048615817261,-0.33,0.137048615817261
"1561",2018-04-10,41.4,96.6743055555555,0.03376392238924,97.3,0.03376392238924,95.9,0.03376392238924,1.25125,0.113728139416009,3.5,0.113728139416009,-0.82,0.113728139416009
"1562",2018-04-11,21.3,97.4715277777778,0.0204281862854969,97.8,0.0204281862854969,97,0.0204281862854969,2.03423611111111,0.149213509849385,3.84,0.149213509849385,-0.89,0.149213509849385
"1563",2018-04-12,5.2,86.3960416666667,1.2313995668931,98.1,1.2313995668931,54.06,1.2313995668931,5.80784722222222,0.210236763042344,11.28,0.210236763042344,3.03,0.210236763042344
"1564",2018-04-13,1,90.4965277777778,0.494666437723431,96.7,0.494666437723431,77.57,0.494666437723431,5.41125,0.108132136774858,8.01,0.108132136774858,3.64,0.108132136774858
"1565",2018-04-14,0.3,79.8834027777778,1.2023419711749,96.6,1.2023419711749,54.74,1.2023419711749,7.60402777777778,0.239672714541339,12.53,0.239672714541339,3.2,0.239672714541339
"1566",2018-04-15,3.1,82.8263194444445,0.682223462953675,96.3,0.682223462953675,71.4,0.682223462953675,8.30666666666667,0.175129794246852,12.23,0.175129794246852,4.9,0.175129794246852
"1567",2018-04-16,19.2,91.3505555555556,0.748699375862851,97.4,0.748699375862851,69.05,0.748699375862851,5.04993055555556,0.216099007508843,10.4,0.216099007508843,0.76,0.216099007508843
"1568",2018-04-17,0,69.8020833333333,2.02712886283158,96.6,2.02712886283158,33.64,2.02712886283158,10.8545833333333,0.59829054163718,20.77,0.59829054163718,0.31,0.59829054163718
"1569",2018-04-18,0,60.4086111111111,0.850060824478944,91.1,0.850060824478944,45.12,0.850060824478944,14.4348611111111,0.264219209846474,19.08,0.264219209846474,7.3,0.264219209846474
"1570",2018-04-19,0,58.8909027777778,0.527967801250133,68.95,0.527967801250133,46.4,0.527967801250133,14.0470833333333,0.180651874598736,17.55,0.180651874598736,10.73,0.180651874598736
"1571",2018-04-20,0,63.8475694444444,0.557073485951602,73.54,0.557073485951602,48.22,0.557073485951602,13.0986111111111,0.186205923094735,16.79,0.186205923094735,9.49,0.186205923094735
"1572",2018-04-21,0,63.6627083333333,0.62748194235627,77.29,0.62748194235627,51.61,0.62748194235627,12.8788194444444,0.204350804088893,16.76,0.204350804088893,8.75,0.204350804088893
"1573",2018-04-22,4.5,66.6008333333333,1.36139828785482,96.7,1.36139828785482,44.38,1.36139828785482,13.6351388888889,0.287044578414563,19.14,0.287044578414563,7.56,0.287044578414563
"1574",2018-04-23,0,75.4685416666667,1.1281177120966,97,1.1281177120966,53.49,1.1281177120966,12.9865277777778,0.306454210881149,19.21,0.306454210881149,6.75,0.306454210881149
"1575",2018-04-24,0,68.2839583333333,1.49184341264721,96.9,1.49184341264721,39.9,1.49184341264721,14.3970138888889,0.361944025857768,20.59,0.361944025857768,7.26,0.361944025857768
"1576",2018-04-25,0,97.1083333333333,0.112722627858788,98.1,0.112722627858788,89.5,0.112722627858788,9.22368055555556,0.121831710490811,12.08,0.121831710490811,6.64,0.121831710490811
"1577",2018-04-26,0.3,82.5872222222222,1.20783027243923,97.9,1.20783027243923,57.81,1.20783027243923,8.07902777777778,0.256146741271009,13.47,0.256146741271009,4.08,0.256146741271009
"1578",2018-04-27,0,80.3990277777778,1.11873941470098,97,1.11873941470098,60.5,1.11873941470098,8.38423611111111,0.269566610572524,13.56,0.269566610572524,3.91,0.269566610572524
"1579",2018-04-28,0.1,93.8358333333333,0.505597134594049,97.5,0.505597134594049,75.41,0.505597134594049,6.24548611111111,0.159827292114924,10.86,0.159827292114924,3.95,0.159827292114924
"1580",2018-04-29,4.3,93.9663194444444,0.595495456114477,97.6,0.595495456114477,69.17,0.595495456114477,4.56069444444444,0.133703000542608,9.3,0.133703000542608,2.28,0.133703000542608
"1581",2018-04-30,1.5,86.0620833333333,1.13985103476674,97.1,1.13985103476674,54.25,1.13985103476674,3.43111111111111,0.186476137756327,8.37,0.186476137756327,0.89,0.186476137756327
"1582",2018-05-01,0.3,84.3943055555556,1.32687333174947,97.5,1.32687333174947,55.5,1.32687333174947,3.71020833333333,0.24523662258365,9.24,0.24523662258365,0.29,0.24523662258365
"1583",2018-05-02,12.6,84.7925,1.32361597204514,98,1.32361597204514,53,1.32361597204514,6.01972222222222,0.290886334502459,10.91,0.290886334502459,-0.33,0.290886334502459
"1584",2018-05-03,0.2,91.5714583333333,0.604901229108506,98,0.604901229108506,74.47,0.604901229108506,4.09777777777778,0.107081635835205,7.34,0.107081635835205,2.65,0.107081635835205
"1585",2018-05-04,0,87.8063194444444,0.731276423336865,97.5,0.731276423336865,71.92,0.731276423336865,4.83118055555556,0.132697035643338,7.44,0.132697035643338,2.45,0.132697035643338
"1586",2018-05-05,0,83.8657638888889,1.10918692518553,97.6,1.10918692518553,64.13,1.10918692518553,7.88236111111111,0.300662325500616,12.99,0.300662325500616,3.63,0.300662325500616
"1587",2018-05-06,0,76.0854861111111,1.62708949944917,97.6,1.62708949944917,43.16,1.62708949944917,12.4000694444444,0.513065183805536,21.72,0.513065183805536,2.94,0.513065183805536
"1588",2018-05-07,0,78.5343055555556,1.38390696623313,97.5,1.38390696623313,54.26,1.38390696623313,13.8411111111111,0.42617219297416,21.16,0.42617219297416,5.65,0.42617219297416
"1589",2018-05-08,0.1,97.3291666666667,0.0581279685057953,98.1,0.0581279685057953,92.9,0.0581279685057953,9.44055555555556,0.141120081514092,13.1,0.141120081514092,6.16,0.141120081514092
"1590",2018-05-09,0.1,92.015625,0.730838816741582,98.1,0.730838816741582,68.4,0.730838816741582,8.50847222222222,0.231387476606381,13.93,0.231387476606381,5.31,0.231387476606381
