INDICATIVO;NOMBRE;NOM_PROV;NOM_MUNI;ALTITUD;LATITUD;LONGITUD;C_X;C_Y;DATUM;IND_SYN;ALTA;BAJA
1002E;SEÑORIO DE BERTIZ;NAVARRA;BERTIZARANA;146;430816;0136482;612762;4777049;ETRS89;;01/01/1992;
